Id,SalePrice
1461,113536.6029
1462,161626.4289
1463,184723.1933
1464,191187.9724
1465,205479.4056
1466,167478.2972
1467,191851.8
1468,154829.9327
1469,207020.1398
1470,109918.5742
1471,159162.3702
1472,92391.56907
1473,93520.52605
1474,139891.8847
1475,103757.4764
1476,370304.5816
1477,260375.9661
1478,301325.3878
1479,304007.7757
1480,487162.539
1481,305830.296
1482,204132.2447
1483,172869.4386
1484,159145.4645
1485,175573.6513
1486,184271.3267
1487,330134.6704
1488,223892.2024
1489,209364.767
1490,255735.061
1491,200301.1814
1492,89706.82041
1493,207260.2607
1494,313133.3488
1495,290813.6282
1496,257401.2442
1497,179122.5027
1498,178538.5781
1499,152325.2646
1500,145575.2678
1501,191851.8
1502,191851.8
1503,268319.1114
1504,235010.9989
1505,228235.7135
1506,191851.8
1507,254948.4968
1508,191851.8
1509,158312.6212
1510,144872.7471
1511,161803.5519
1512,176785.6766
1513,191851.8
1514,191851.8
1515,219493.0228
1516,167099.2132
1517,177303.6099
1518,113639.0828
1519,212883.7276
1520,191851.8
1521,144034.9547
1522,190594.8248
1523,105824.8375
1524,117151.5735
1525,127952.1694
1526,119544.1313
1527,102451.5856
1528,124607.3793
1529,148897.0817
1530,213094.46
1531,131014.6776
1532,191851.8
1533,159070.4795
1534,125561.1888
1535,153327.1258
1536,191851.8
1537,34693.6687
1538,153952.6301
1539,210746.2838
1540,191851.8
1541,158092.5808
1542,152770.9162
1543,191851.8
1544,75341.41697
1545,122010.2981
1546,137694.7006
1547,143721.5805
1548,154039.8869
1549,124324.5971
1550,141251.6888
1551,110985.1117
1552,151146.6887
1553,191851.8
1554,114821.6995
1555,161213.7404
1556,191851.8
1557,191851.8
1558,89810.19013
1559,191851.8
1560,134123.9066
1561,191851.8
1562,122127.0714
1563,126040.1927
1564,191851.8
1565,154428.4782
1566,191851.8
1567,68809.86432
1568,191851.8
1569,134118.5688
1570,122933.5077
1571,75295.4546
1572,148442.4434
1573,283212.0879
1574,191851.8
1575,224516.3345
1576,258173.3956
1577,181601.2178
1578,161706.1364
1579,148367.9854
1580,191851.8
1581,151459.1794
1582,138635.4027
1583,283514.595
1584,212809.6956
1585,191851.8
1586,86491.15807
1587,118146.5486
1588,147878.6429
1589,93408.90256
1590,124695.7999
1591,191851.8
1592,120833.8035
1593,191851.8
1594,191851.8
1595,191851.8
1596,239990.1481
1597,198978.818
1598,210802.6018
1599,188149.6971
1600,169016.7451
1601,75699.362
1602,129102.0273
1603,56178.34699
1604,274023.2085
1605,224975.889
1606,153478.2653
1607,191851.8
1608,194889.2189
1609,185134.0675
1610,142142.3166
1611,123941.9354
1612,188387.1384
1613,191851.8
1614,113420.001
1615,191851.8
1616,191851.8
1617,81316.49172
1618,132933.3095
1619,133424.5892
1620,165339.2047
1621,127414.0589
1622,142608.0942
1623,262168.0085
1624,198866.7375
1625,120281.7069
1626,168141.6488
1627,187270.3679
1628,191851.8
1629,173230.2803
1630,378977.1025
1631,264139.4972
1632,257831.6295
1633,166952.4186
1634,181318.1463
1635,191851.8
1636,141630.4711
1637,199916.2834
1638,191851.8
1639,178413.5683
1640,191851.8
1641,175334.0184
1642,257966.6925
1643,191851.8
1644,191851.8
1645,191851.8
1646,156004.8868
1647,162564.1295
1648,191851.8
1649,191851.8
1650,115861.9509
1651,110133.7969
1652,94313.80571
1653,98495.67092
1654,141555.7991
1655,132055.8913
1656,139983.7974
1657,149815.0359
1658,143512.2817
1659,126873.723
1660,191851.8
1661,442106.0607
1662,395284.638
1663,393246.378
1664,528867.9579
1665,332618.7113
1666,329684.0022
1667,386942.5352
1668,358194.388
1669,319253.0065
1670,361824.9359
1671,263181.2619
1672,406963.1918
1673,289841.0947
1674,244298.195
1675,207747.6521
1676,207239.7247
1677,218565.1111
1678,478881.7398
1679,389336.2731
1680,340931.1989
1681,278106.067
1682,323168.9032
1683,191044.4886
1684,163283.3096
1685,168036.6562
1686,163922.5358
1687,154879.9465
1688,175738.8241
1689,176723.9942
1690,191851.8
1691,191851.8
1692,191851.8
1693,165320.6397
1694,176198.2134
1695,164616.8888
1696,191851.8
1697,172426.0432
1698,347693.8903
1699,191851.8
1700,269099.9542
1701,191851.8
1702,226348.7853
1703,216451.6914
1704,274492.3375
1705,242922.4605
1706,201410.9176
1707,191851.8
1708,202486.0977
1709,255255.6379
1710,226496.1158
1711,271302.2986
1712,254506.5584
1713,287186.3818
1714,226536.3961
1715,212482.4346
1716,182877.6584
1717,167427.7923
1718,191851.8
1719,223639.9544
1720,233320.4931
1721,146551.7841
1722,191851.8
1723,153555.1098
1724,214667.1727
1725,246361.3747
1726,188612.6607
1727,167562.0643
1728,156679.5414
1729,191851.8
1730,171655.5391
1731,115220.3836
1732,191851.8
1733,191851.8
1734,191851.8
1735,191851.8
1736,96834.87452
1737,191851.8
1738,191851.8
1739,276525.8033
1740,191851.8
1741,191851.8
1742,181466.6848
1743,168411.125
1744,191851.8
1745,219007.4396
1746,182541.6342
1747,191851.8
1748,225130.8231
1749,128330.544
1750,135566.4521
1751,191851.8
1752,113085.0919
1753,153557.5596
1754,192295.0051
1755,191851.8
1756,130730.4695
1757,118211.2732
1758,191851.8
1759,191851.8
1760,157066.8536
1761,161954.09
1762,182239.7
1763,174623.3341
1764,109333.5905
1765,182891.7152
1766,189524.3783
1767,230436.6047
1768,143996.3304
1769,182239.7
1770,148644.0724
1771,123096.4384
1772,127899.7949
1773,119502.8236
1774,150720.0015
1775,144942.8077
1776,116638.2752
1777,112681.7092
1778,150497.0635
1779,129965.8801
1780,160974.7789
1781,129056.4379
1782,78336.34436
1783,131378.6523
1784,91605.59529
1785,139933.2904
1786,141314.5868
1787,164531.6263
1788,182239.7
1789,100153.5092
1790,63024.75697
1791,205094.4357
1792,169621.518
1793,144992.0744
1794,170035.7714
1795,134335.6444
1796,125448.6903
1797,121636.2386
1798,118273.2482
1799,104213.5511
1800,101916.5727
1801,128564.6191
1802,121397.4497
1803,153563.945
1804,130330.5874
1805,133413.1699
1806,133219.7755
1807,128280.5181
1808,124639.2108
1809,182239.7
1810,130659.5183
1811,182239.7
1812,182239.7
1813,132111.3184
1814,118783.2205
1815,59860.75788
1816,104024.8392
1817,104809.3678
1818,179065.6487
1819,130691.7319
1820,182239.7
1821,114882.9167
1822,147606.0631
1823,182239.7
1824,182239.7
1825,139268.0309
1826,92797.62476
1827,107174.7895
1828,135677.9412
1829,140136.471
1830,154571.2336
1831,169625.7256
1832,182239.7
1833,156073.9424
1834,182239.7
1835,182239.7
1836,149636.2135
1837,182239.7
1838,130363.7082
1839,109597.6432
1840,182239.7
1841,182239.7
1842,66326.36312
1843,142029.9257
1844,182239.7
1845,145288.743
1846,152989.1228
1847,182239.7
1848,182239.7
1849,182239.7
1850,112748.5842
1851,140354.4257
1852,111663.8579
1853,107898.6418
1854,162617.9843
1855,158560.3012
1856,217262.6431
1857,154438.4861
1858,150773.2938
1859,113982.5309
1860,144514.3817
1861,113086.2557
1862,182239.7
1863,182239.7
1864,182239.7
1865,366674.8041
1866,348207.3791
1867,213260.9955
1868,297521.4669
1869,208911.2358
1870,222150.824
1871,255281.7039
1872,170210.8092
1873,182239.7
1874,132155.1117
1875,180590.4801
1876,199476.6046
1877,207422.0743
1878,184299.7952
1879,182239.7
1880,136125.0663
1881,249412.1264
1882,182239.7
1883,182239.7
1884,182239.7
1885,227058.4361
1886,182239.7
1887,213983.7196
1888,255198.0236
1889,162987.6813
1890,122890.2133
1891,76937.7063
1892,85931.6372
1893,140379.4586
1894,182239.7
1895,141465.327
1896,127246.2904
1897,117845.6669
1898,96201.05148
1899,156184.0095
1900,146344.8333
1901,212344.3175
1902,171021.4303
1903,182239.7
1904,147880.6972
1905,204088.1951
1906,181453.3249
1907,239966.017
1908,106821.998
1909,132007.4874
1910,120514.1945
1911,182239.7
1912,182239.7
1913,151811.0317
1914,54044.10294
1915,344704.8688
1916,182239.7
1917,225838.8309
1918,130720.6344
1919,167232.5264
1920,163081.0509
1921,390320.2332
1922,341956.3647
1923,182239.7
1924,232934.2683
1925,198011.1581
1926,384397.3845
1927,122561.2347
1928,162290.3569
1929,124945.9187
1930,107542.5133
1931,131702.3935
1932,122442.9534
1933,194040.8533
1934,182737.5457
1935,162573.3816
1936,208458.3531
1937,182239.7
1938,164918.4979
1939,293896.5694
1940,202820.6973
1941,161578.0548
1942,182239.7
1943,242681.531
1944,389092.6195
1945,426181.4069
1946,182239.7
1947,127200.0002
1948,182239.7
1949,237803.8232
1950,182239.7
1951,256007.6914
1952,198423.4151
1953,163869.873
1954,185111.5304
1955,126472.4242
1956,182239.7
1957,158055.4258
1958,182239.7
1959,122157.9281
1960,92915.38668
1961,116277.6865
1962,88757.80608
1963,101493.334
1964,108889.5303
1965,137242.049
1966,151863.578
1967,308578.5136
1968,415927.6949
1969,397675.8711
1970,406199.3014
1971,437336.2383
1972,373781.8635
1973,295717.9128
1974,340612.6959
1975,492818.3056
1976,274599.9083
1977,363629.8528
1978,340089.4145
1979,327549.7415
1980,219185.2931
1981,364874.4185
1982,215169.2907
1983,199450.3476
1984,177021.1104
1985,182239.7
1986,182239.7
1987,197443.6492
1988,162563.0021
1989,182239.7
1990,182239.7
1991,235659.1611
1992,228212.1063
1993,182239.7
1994,234120.8677
1995,178177.8977
1996,272467.3415
1997,182239.7
1998,332844.5538
1999,316850.0343
2000,182239.7
2001,290496.1409
2002,247951.4548
2003,239048.4914
2004,278194.2688
2005,182239.7
2006,225810.7601
2007,246334.7677
2008,232604.5991
2009,202745.4903
2010,190796.1442
2011,182239.7
2012,173670.0291
2013,181984.2953
2014,185692.4401
2015,232534.4315
2016,198064.5801
2017,197668.5047
2018,102914.9241
2019,133251.0161
2020,79307.5948
2021,94655.73754
2022,234770.4305
2023,146288.4429
2024,182239.7
2025,354391.4275
2026,173851.0696
2027,152342.7249
2028,153472.0681
2029,174312.1539
2030,182239.7
2031,182239.7
2032,265618.1336
2033,259631.9916
2034,174816.8175
2035,240907.9908
2036,191731.703
2037,212454.0839
2038,299282.9506
2039,227628.3704
2040,182239.7
2041,312767.2963
2042,182239.7
2043,182239.7
2044,173849.1636
2045,182239.7
2046,153914.1609
2047,137396.648
2048,129824.6949
2049,129345.1154
2050,182239.7
2051,93311.9487
2052,113513.3946
2053,182239.7
2054,82705.98192
2055,183072.5668
2056,123425.0141
2057,99461.29687
2058,213578.1831
2059,127604.9419
2060,171705.7637
2061,168706.3331
2062,127497.4818
2063,105005.074
2064,143059.6548
2065,192439.7
2066,169920.8699
2067,125167.6921
2068,149613.3264
2069,93269.26303
2070,115010.8622
2071,93602.95733
2072,136005.9221
2073,119226.2769
2074,162251.0188
2075,192439.7
2076,123845.7673
2077,141056.2562
2078,116435.47
2079,136934.6157
2080,109437.697
2081,130430.62
2082,192439.7
2083,154302.157
2084,105021.9976
2085,105572.8529
2086,92052.51294
2087,110055.0077
2088,91613.71956
2089,73743.40082
2090,111179.5202
2091,192439.7
2092,138279.837
2093,156673.2591
2094,192439.7
2095,170400.4061
2096,63959.94235
2097,192439.7
2098,164056.0238
2099,28408.83204
